,Name,Rarity,Quantity,Price,Expansion,Finish,Language,Condition
11160,"Horobi, Death's Wail",Rare,3.0,3.0,Champions of Kamigawa,Normal,English,NEAR MINT
11168,"Keiga, the Tide Star",Rare,4.0,3.0,Champions of Kamigawa,Normal,English,NEAR MINT
11182,"Kuro, Pitlord",Rare,1.0,3.0,Champions of Kamigawa,Foil,English,NEAR MINT
11204,Myojin of Seeing Winds,Rare,6.0,3.0,Champions of Kamigawa,Normal,English,NEAR MINT
11207,Nezumi Graverobber,Uncommon,2.0,3.0,Champions of Kamigawa,Foil,English,NEAR MINT
11209,Nezumi Shortfang,Rare,4.0,3.0,Champions of Kamigawa,Normal,English,NEAR MINT
11234,"Tenza, Godo's Maul",Uncommon,3.0,3.0,Champions of Kamigawa,Foil,English,NEAR MINT
11267,Faithless Looting,Common,2.0,3.0,Dark Ascension,Foil,English,NEAR MINT
11297,Stromkirk Captain,Uncommon,2.0,3.0,Dark Ascension,Foil,English,NEAR MINT
11302,Vault of the Archangel,Rare,4.0,3.0,Dark Ascension,Normal,English,NEAR MINT
11305,Wolfbitten Captive (Krallenhorde Killer),Rare,2.0,3.0,Dark Ascension,Foil,English,NEAR MINT
11324,Borderless Vivien Monsters Advocate,Mythic,4.0,3.0,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11334,Drannith Magistrate,Rare,9.0,3.0,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11336,Eerie Ultimatum,Rare,4.0,3.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11351,Extended Art Extinction Event,Rare,4.0,3.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11383,Extended Art Whirlwind Of Thought,Rare,2.0,3.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11393,Fiend Artisan,Mythic,8.0,3.0,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11402,"Gigan, Cyberclaw Terror",Rare,5.0,3.0,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11407,"Godzilla, Primeval Champion",Uncommon,32.0,3.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11446,Ruinous Ultimatum,Rare,8.0,3.0,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11456,Showcase Gemrazer,Rare,3.0,3.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11468,Showcase Snapdax Apex Of The Hunt,Mythic,1.0,3.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11479,"Vivien, Monsters' Advocate",Mythic,6.0,3.0,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11491,Alrund's Epiphany,Mythic,5.0,3.0,Kaldheim,Normal,English,NEAR MINT
11495,Barkchannel Pathway / Tidechannel Pathway (Borderless),Rare,2.0,3.0,Kaldheim,Foil,English,NEAR MINT
11503,Blightstep Pathway / Searstep Pathway,Rare,4.0,3.0,Kaldheim,Normal,English,NEAR MINT
11505,Blightstep Pathway / Searstep Pathway (Borderless),Rare,16.0,3.0,Kaldheim,Normal,English,NEAR MINT
11542,Hengegate Pathway / Mistgate Pathway,Rare,4.0,3.0,Kaldheim,Foil,English,NEAR MINT
11556,"Magda, Brazen Outlaw (Showcase)",Rare,2.0,3.0,Kaldheim,Foil,English,NEAR MINT
11605,"Toski, Bearer of Secrets (Showcase)",Rare,12.0,3.0,Kaldheim,Normal,English,NEAR MINT
11627,"Atsushi, the Blazing Sky",Mythic,2.0,3.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11628,"Atsushi, the Blazing Sky",Mythic,16.0,3.0,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11631,"Atsushi, the Blazing Sky (Extended Art)",Mythic,1.0,3.0,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11691,"Hidetsugu, Devouring Chaos (Showcase)",Rare,1.0,3.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11721,Jugan Defends the Temple (Showcase),Mythic,1.0,3.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11748,"Kura, the Boundless Sky (Extended Art)",Mythic,2.0,3.0,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11782,Mirror Box (Extended Art),Rare,2.0,3.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11809,Reckoner Bankbuster (Showcase),Rare,1.0,3.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11828,"Sokenzan, Crucible of Defiance (Borderless)",Rare,6.0,3.0,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11862,The Reality Chip (Showcase),Rare,6.0,3.0,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11872,Thousand-Faced Shadow (Showcase),Rare,2.0,3.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11873,Thousand-Faced Shadow (Showcase),Rare,4.0,3.0,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11898,Blackmail,Uncommon,2.0,3.0,9th Edition,Foil,English,NEAR MINT
11917,Elvish Piper,Rare,2.0,3.0,9th Edition,Normal,English,NEAR MINT
11924,Gift of Estates,Uncommon,1.0,3.0,9th Edition,Foil,English,NEAR MINT
11934,Hypnotic Specter,Rare,2.0,3.0,9th Edition,Foil,English,NEAR MINT
11937,Jester's Cap,Rare,3.0,3.0,9th Edition,Normal,English,NEAR MINT
11939,Karplusan Forest,Rare,1.0,3.0,9th Edition,Normal,English,NEAR MINT
11953,Relentless Assault,Rare,2.0,3.0,9th Edition,Foil,English,NEAR MINT
11982,Weathered Wayfarer,Rare,2.0,3.0,9th Edition,Normal,English,NEAR MINT
12028,"Krenko, Mob Boss",Rare,8.0,3.0,Jumpstart,Normal,English,NEAR MINT
12031,Lurking Predators,Rare,6.0,3.0,Jumpstart,Normal,English,NEAR MINT
12060,Chancellor of the Tangle,Rare,2.0,3.0,New Phyrexia,Foil,English,NEAR MINT
12074,Gut Shot,Uncommon,2.0,3.0,New Phyrexia,Foil,English,NEAR MINT
12090,Mindcrank,Uncommon,4.0,3.0,New Phyrexia,Normal,English,NEAR MINT
12096,Myr Superion,Rare,2.0,3.0,New Phyrexia,Foil,English,NEAR MINT
12099,Norn's Annex,Rare,6.0,3.0,New Phyrexia,Normal,English,NEAR MINT
12101,Phyrexia's Core,Uncommon,2.0,3.0,New Phyrexia,Foil,English,NEAR MINT
12115,Shattered Angel,Uncommon,2.0,3.0,New Phyrexia,Foil,English,NEAR MINT
12119,Shrine of Burning Rage,Uncommon,2.0,3.0,New Phyrexia,Foil,English,NEAR MINT
12171,Blood Artist,,9.0,3.0,Eternal Masters,Normal,English,NEAR MINT
12181,Control Magic,,2.0,3.0,Eternal Masters,Foil,English,NEAR MINT
12219,Malicious Affliction,,3.0,3.0,Eternal Masters,Foil,English,NEAR MINT
12224,Mother of Runes,,1.0,3.0,Eternal Masters,Normal,English,NEAR MINT
12234,Peregrine Drake,,3.0,3.0,Eternal Masters,Foil,English,NEAR MINT
12245,Relic of Progenitus,,8.0,3.0,Eternal Masters,Normal,English,NEAR MINT
12260,Unexpectedly Absent,,1.0,3.0,Eternal Masters,Foil,English,NEAR MINT
12292,Eldritch Evolution,,8.0,3.0,Eldritch Moon,Normal,English,NEAR MINT
12295,Eternal Scourge,,2.0,3.0,Eldritch Moon,Foil,English,NEAR MINT
12331,"Tamiyo, Field Researcher",,8.0,3.0,Eldritch Moon,Normal,English,NEAR MINT
12333,"Thalia, Heretic Cathar",,2.0,3.0,Eldritch Moon,Foil,English,NEAR MINT
12334,"Thalia, Heretic Cathar",,1.0,3.0,Eldritch Moon,Normal,English,NEAR MINT
12339,Voldaren Pariah,,2.0,3.0,Eldritch Moon,Foil,English,NEAR MINT
56,Extended Art Temple of Enlightenment,Rare,1.0,2.5,Theros Beyond Death,Normal,English,NEAR MINT
81,Idyllic Tutor,Rare,20.0,2.5,Theros Beyond Death,Normal,English,NEAR MINT
93,"Nylea, Keen-Eyed",Mythic,4.0,2.5,Theros Beyond Death,Foil,English,NEAR MINT
115,"Showcase Nylea, Keen-Eyed",Mythic,6.0,2.5,Theros Beyond Death,Foil,English,NEAR MINT
215,Golden Guardian,Rare,4.0,2.5,Rivals of Ixalan,Foil,English,NEAR MINT
253,Vona's Hunger,Rare,4.0,2.5,Rivals of Ixalan,Foil,English,NEAR MINT
383,Praetor's Counsel,Mythic,4.0,2.5,Mirrodin Besieged,Normal,English,NEAR MINT
526,Hall of Storm Giants,Rare,12.0,2.5,Adventures in the Forgotten Realms,Normal,English,NEAR MINT
531,Hive of the Eye Tyrant (Showcase),Rare,2.0,2.5,Adventures in the Forgotten Realms,Foil,English,NEAR MINT
593,Tasha's Hideous Laughter,Rare,13.0,2.5,Adventures in the Forgotten Realms,Normal,English,NEAR MINT
742,Angel of Destiny,Mythic,9.0,2.5,Zendikar Rising,Normal,English,NEAR MINT
752,Branchloft Pathway / Boulderloft Pathway (Borderless),Rare,24.0,2.5,Zendikar Rising,Normal,English,NEAR MINT
759,Clearwater Pathway / Murkwater Pathway,Rare,7.0,2.5,Zendikar Rising,Foil,English,NEAR MINT
782,Extended Art Glasspool Mimic / Glasspool Shore,Rare,1.0,2.5,Zendikar Rising,Normal,English,NEAR MINT
790,Extended Art Maddening Cacophony,Rare,6.0,2.5,Zendikar Rising,Foil,English,NEAR MINT
817,Forsaken Monument,Mythic,10.0,2.5,Zendikar Rising,Normal,English,NEAR MINT
836,"Moraug, Fury of Akoum",Mythic,8.0,2.5,Zendikar Rising,Normal,English,NEAR MINT
837,"Moraug, Fury of Akoum",Mythic,3.0,2.5,Zendikar Rising,Foil,English,NEAR MINT
867,"Showcase Moraug, Fury of Akoum",Mythic,8.0,2.5,Zendikar Rising,Normal,English,NEAR MINT
891,Astral Cornucopia,Rare,2.0,2.5,Born of the Gods,Foil,English,NEAR MINT
896,Courser of Kruphix,Rare,2.0,2.5,Born of the Gods,Foil,English,NEAR MINT
973,O-Naginata,Uncommon,2.0,2.5,Saviors of Kamigawa,Foil,English,NEAR MINT
1060,The Gitrog Monster,Mythic,6.0,2.5,Shadows Over Innistrad,Normal,English,NEAR MINT
1276,Kargan Dragonlord,Mythic,2.0,2.5,Rise of the Eldrazi ,Foil,English,NEAR MINT
1388,Animation Module,,1.0,2.5,Kaladesh,Foil,English,NEAR MINT
1463,Boon Reflection,Rare,3.0,2.5,Shadowmoor,Normal,English,NEAR MINT
1486,Dusk Urchins,Rare,4.0,2.5,Shadowmoor,Normal,English,NEAR MINT
1572,Rhys the Redeemed,Rare,4.0,2.5,Shadowmoor,Normal,English,NEAR MINT
2126,Grafted Exoskeleton,Uncommon,3.0,2.5,Scars of Mirrodin,Normal,English,NEAR MINT
2143,Leonin Arbiter,Rare,2.0,2.5,Scars of Mirrodin,Normal,English,NEAR MINT
2235,Hammer of Purphoros,Rare,3.0,2.5,Theros,Foil,English,NEAR MINT
2238,"Heliod, God of the Sun",Mythic,3.0,2.5,Theros,Normal,English,NEAR MINT
2272,Arcane Adaptation,Rare,2.0,2.5,Ixalan,Foil,English,NEAR MINT
2300,"Huatli, Dinosaur Knight",Mythic,2.0,2.5,Ixalan,Foil,English,NEAR MINT
2302,"Huatli, Warrior Poet",Mythic,6.0,2.5,Ixalan,Normal,English,NEAR MINT
2330,Sanctum Seeker,Rare,2.0,2.5,Ixalan,Foil,English,NEAR MINT
2336,Spell Swindle,Rare,4.0,2.5,Ixalan,Foil,English,NEAR MINT
2346,Treasure Map (Treasure Cove),Rare,9.0,2.5,Ixalan,Normal,English,NEAR MINT
2360,Adarkar Valkyrie,Rare,2.0,2.5,Modern Masters,Foil,English,NEAR MINT
2456,Spell Snare,Uncommon,1.0,2.5,Modern Masters,Foil,English,NEAR MINT
2679,Graveborn Muse,Rare,3.0,2.5,10th Edition,Normal,English,NEAR MINT
2688,Karplusan Forest,Rare,2.0,2.5,10th Edition,Normal,English,NEAR MINT
2722,Sculpting Steel,Rare,4.0,2.5,10th Edition,Normal,English,NEAR MINT
2752,Windborn Muse,Rare,2.0,2.5,10th Edition,Normal,English,NEAR MINT
2883,"Melek, Izzet Paragon",Rare,4.0,2.5,Dragon s Maze,Foil,English,NEAR MINT
3150,Door to Nothingness,Rare,2.0,2.5,Fifth Dawn,Normal,English,NEAR MINT
3178,Magnetic Theft,Uncommon,4.0,2.5,Fifth Dawn,Normal,English,NEAR MINT
3287,Malevolent Hermit / Benevolent Geist,Rare,2.0,2.5,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3305,Overgrown Farmland,Rare,11.0,2.5,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
3315,Primal Adversary (Extended Art),Mythic,1.0,2.5,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3320,Rockfall Vale,Rare,9.0,2.5,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
3454,Balefire Liege,Rare,3.0,2.5,Eventide,Normal,English,NEAR MINT
3506,Needle Specter,Rare,4.0,2.5,Eventide,Normal,English,NEAR MINT
3632,Goblin Bombardment,Rare,6.0,2.5,Modern Horizons 2,Foil,English,NEAR MINT
3728,Scion of Draco (Borderless),Mythic,10.0,2.5,Modern Horizons 2,Normal,English,NEAR MINT
3755,Svyelun of Sea and Sky (Borderless),Mythic,6.0,2.5,Modern Horizons 2,Normal,English,NEAR MINT
3826,Disciple of Bolas,Rare,2.0,2.5,M13 Core Set,Foil,English,NEAR MINT
3875,Slumbering Dragon,Rare,7.0,2.5,M13 Core Set,Normal,English,NEAR MINT
3920,"Doran, the Siege Tower",Rare,4.0,2.5,Lorwyn,Normal,English,NEAR MINT
3938,Gilt-Leaf Palace,Rare,8.0,2.5,Lorwyn,Normal,English,NEAR MINT
3952,Knight of Meadowgrain,Uncommon,2.0,2.5,Lorwyn,Foil,English,NEAR MINT
3997,Surgespanner,Rare,4.0,2.5,Lorwyn,Normal,English,NEAR MINT
4017,Wanderwine Hub,Rare,4.0,2.5,Lorwyn,Normal,English,NEAR MINT
4391,"Akroma, Angel of Wrath",Rare,4.0,2.5,Time Spiral Time Shifted,Normal,English,NEAR MINT
4393,Arena,Common,4.0,2.5,Time Spiral Time Shifted,Normal,English,NEAR MINT
4419,Gemstone Mine,Uncommon,8.0,2.5,Time Spiral Time Shifted,Normal,English,NEAR MINT
4439,Tormod's Crypt,Uncommon,6.0,2.5,Time Spiral Time Shifted,Normal,English,NEAR MINT
4506,Chronozoa,Rare,2.0,2.5,Planar Chaos,Foil,English,NEAR MINT
4532,Keen Sense,Uncommon,2.0,2.5,Planar Chaos,Foil,English,NEAR MINT
4593,Magister Sphinx,Rare,3.0,2.5,Conflux,Normal,English,NEAR MINT
4598,Mark of Asylum,Rare,2.0,2.5,Conflux,Foil,English,NEAR MINT
4631,Genju of the Realm,Rare,4.0,2.5,Betrayers of Kamigawa,Normal,English,NEAR MINT
4636,Heartless Hidetsugu,Rare,3.0,2.5,Betrayers of Kamigawa,Normal,English,NEAR MINT
4661,Neko-Te,Rare,4.0,2.5,Betrayers of Kamigawa,Normal,English,NEAR MINT
4710,Archmage Ascension,Rare,2.0,2.5,Zendikar,Foil,English,NEAR MINT
4726,Crypt of Agadeem,Rare,6.0,2.5,Zendikar,Normal,English,NEAR MINT
4772,Lotus Cobra,Mythic,6.0,2.5,Zendikar,Normal,English,NEAR MINT
4787,Mountain (245),Common,4.0,2.5,Zendikar,Foil,English,NEAR MINT
4797,Plains (230),Common,4.0,2.5,Zendikar,Foil,English,NEAR MINT
4855,Goblin Instigator,Common,3.0,2.5,Core Set 2019,Foil,English,NEAR MINT
4861,"Lathliss, Dragon Queen",Rare,5.0,2.5,Core Set 2019,Normal,English,NEAR MINT
4880,Reliquary Tower,Uncommon,4.0,2.5,Core Set 2019,Foil,English,NEAR MINT
4893,Supreme Phantom,Rare,4.0,2.5,Core Set 2019,Foil,English,NEAR MINT
4920,Angel of Grace,Mythic,2.0,2.5,Ravnica Allegiance,Foil,English,NEAR MINT
4972,Seraph of the Scales,Mythic,2.0,2.5,Ravnica Allegiance,Foil,English,NEAR MINT
5124,Farseek,Common,4.0,2.5,Ravnica,Foil,English,NEAR MINT
5865,Frost Marsh,Uncommon,3.0,2.5,Coldsnap,Normal,English,NEAR MINT
5942,Dragonskull Summit,Rare,5.0,2.5,M12 Core Set,Normal,English,NEAR MINT
5985,Rune-Scarred Demon,Rare,1.0,2.5,M12 Core Set,Normal,English,NEAR MINT
6088,Well of Lost Dreams,Rare,3.0,2.5,Darksteel,Normal,English,NEAR MINT
6111,Darksteel Garrison,Rare,2.0,2.5,Futuresight,Foil,English,NEAR MINT
6112,Daybreak Coronet,Rare,4.0,2.5,Futuresight,Normal,English,NEAR MINT
6121,Gibbering Descent,Rare,3.0,2.5,Futuresight,Normal,English,NEAR MINT
6154,Nimbus Maze,Rare,6.0,2.5,Futuresight,Normal,English,NEAR MINT
6171,Scout's Warning,Rare,4.0,2.5,Futuresight,Normal,English,NEAR MINT
6217,Body of Research (Extended Art),Mythic,5.0,2.5,3277 Strixhaven,Normal,English,NEAR MINT
6218,Body of Research (Extended Art),Mythic,2.0,2.5,3277 Strixhaven,Foil,English,NEAR MINT
6288,Prismari Command (Extended Art),Rare,6.0,2.5,3277 Strixhaven,Normal,English,NEAR MINT
6298,"Rowan, Scholar of Sparks / Will, Scholar of Frost",Mythic,2.0,2.5,3277 Strixhaven,Foil,English,NEAR MINT
6329,Vanishing Verse (Extended Art),Rare,3.0,2.5,3277 Strixhaven,Foil,English,NEAR MINT
6331,Velomachus Lorehold,Mythic,2.0,2.5,3277 Strixhaven,Foil,English,NEAR MINT
6347,Blackblade Reforged,Rare,2.0,2.5,Dominaria,Foil,English,NEAR MINT
6348,Cabal Stronghold,Rare,8.0,2.5,Dominaria,Normal,English,NEAR MINT
6358,Demonlord Belzenlok,Mythic,2.0,2.5,Dominaria,Foil,English,NEAR MINT
6396,"Naban, Dean of Iteration",Rare,1.0,2.5,Dominaria,Foil,English,NEAR MINT
6403,Primevals' Glorious Rebirth,Rare,2.0,2.5,Dominaria,Foil,English,NEAR MINT
6435,Woodland Cemetery,Rare,9.0,2.5,Dominaria,Normal,English,NEAR MINT
6501,Borderless The Royal Scions,Mythic,3.0,2.5,Throne of Eldraine,Normal,English,NEAR MINT
6506,Castle Garenbrig,Rare,8.0,2.5,Throne of Eldraine,Normal,English,NEAR MINT
6518,Deafening Silence,Uncommon,4.0,2.5,Throne of Eldraine,Foil,English,NEAR MINT
6523,"Emry, Lurker of the Loch",Rare,1.0,2.5,Throne of Eldraine,Foil,English,NEAR MINT
6529,Extended Art Castle Embereth,Rare,1.0,2.5,Throne of Eldraine,Normal,English,NEAR MINT
6555,Extended Art Linden the Steadfast Queen,Rare,2.0,2.5,Throne of Eldraine,Foil,English,NEAR MINT
6589,"Garruk, Cursed Huntsman",Mythic,2.0,2.5,Throne of Eldraine,Foil,English,NEAR MINT
6617,Shimmer Dragon,Rare,4.0,2.5,Throne of Eldraine,Normal,English,NEAR MINT
6664,Dragonskull Summit,Rare,1.0,2.5,M10 Core Set,Normal,English,NEAR MINT
6690,Hypnotic Specter,Rare,2.0,2.5,M10 Core Set,Foil,English,NEAR MINT
6723,Relentless Rats,Uncommon,4.0,2.5,M10 Core Set,Foil,English,NEAR MINT
6730,Silence,Rare,3.0,2.5,M10 Core Set,Normal,English,NEAR MINT
6942,Vandalblast,S,5.0,2.5,Time Spiral Remastered,Normal,English,NEAR MINT
7047,Sunpetal Grove,Rare,5.0,2.5,M11 Core Set,Normal,English,NEAR MINT
7117,Cavalier of Flame,Mythic,2.0,2.5,Core Set 2020,Foil,English,NEAR MINT
7148,Grafdigger's Cage,Rare,4.0,2.5,Core Set 2020,Foil,English,NEAR MINT
7153,"Kaalia, Zenith Seeker",Mythic,9.0,2.5,Core Set 2020,Normal,English,NEAR MINT
7177,Mystic Forge,Rare,8.0,2.5,Core Set 2020,Normal,English,NEAR MINT
7188,"Sephara, Sky's Blade",Rare,11.0,2.5,Core Set 2020,Normal,English,NEAR MINT
7212,Woodland Mystic,Common,8.0,2.5,Core Set 2020,Normal,English,NEAR MINT
7227,Plague Engineer,Rare,4.0,2.5,Modern Horizons 1 Retro Frames,Foil,English,NEAR MINT
7289,"Aurelia, Exemplar of Justice",Mythic,3.0,2.5,Guilds of Ravnica,Foil,English,NEAR MINT
7298,Creeping Chill,Uncommon,2.0,2.5,Guilds of Ravnica,Foil,English,NEAR MINT
7311,Expansion Explosion,Rare,2.0,2.5,Guilds of Ravnica,Foil,English,NEAR MINT
7409,Silence,Rare,3.0,2.5,M14 Core Set,Normal,English,NEAR MINT
8028,Grove of the Burnwillows,Rare,1.0,2.5,Iconic Masters,Normal,English,NEAR MINT
8061,Rune-Scarred Demon,Rare,1.0,2.5,Iconic Masters,Normal,English,NEAR MINT
8857,Atarka's Command,Rare,2.0,2.5,Dragons of Tarkir,Foil,English,NEAR MINT
8878,Explosive Vegetation,Uncommon,1.0,2.5,Dragons of Tarkir,Foil,English,NEAR MINT
8952,Domri Rade,Mythic,2.0,2.5,Modern Masters 2017,Foil,English,NEAR MINT
9008,Stony Silence,Rare,2.0,2.5,Modern Masters 2017,Foil,English,NEAR MINT
9173,Coastal Piracy,Rare,4.0,2.5,8th Edition,Normal,English,NEAR MINT
9226,Star Compass,Uncommon,2.0,2.5,8th Edition,Foil,English,NEAR MINT
9236,Underworld Dreams,Rare,2.0,2.5,8th Edition,Foil,English,NEAR MINT
9264,Borderless Alt Art Massacre Wurm,Mythic,16.0,2.5,Core Set 2021,Normal,English,NEAR MINT
9272,"Borderless Chandra, Heart of Fire (283)",Mythic,3.0,2.5,Core Set 2021,Foil,English,NEAR MINT
9357,Massacre Wurm,Mythic,3.0,2.5,Core Set 2021,Foil,English,NEAR MINT
9432,Cruel Reality,Mythic,5.0,2.5,Amonkhet,Normal,English,NEAR MINT
9461,Oketra the True,Mythic,4.0,2.5,Amonkhet,Normal,English,NEAR MINT
9490,Vizier of the Menagerie,Mythic,1.0,2.5,Amonkhet,Normal,English,NEAR MINT
9767,Sire of Stagnation,Mythic,8.0,2.5,Battle for Zendikar,Normal,English,NEAR MINT
9922,Malignus,Mythic,4.0,2.5,Avacyn Restored,Normal,English,NEAR MINT
9976,Cloudshredder Sliver,Rare,3.0,2.5,Modern Horizons,Foil,English,NEAR MINT
10006,Generous Gift,Uncommon,4.0,2.5,Modern Horizons,Foil,English,NEAR MINT
10041,Pashalik Mons,Rare,2.0,2.5,Modern Horizons,Foil,English,NEAR MINT
10057,Snow-Covered Forest,Land,20.0,2.5,Modern Horizons,Foil,English,NEAR MINT
10060,Snow-Covered Mountain,Land,18.0,2.5,Modern Horizons,Foil,English,NEAR MINT
10079,Talisman of Creativity,Uncommon,2.0,2.5,Modern Horizons,Foil,English,NEAR MINT
10082,Talisman of Hierarchy,Uncommon,4.0,2.5,Modern Horizons,Foil,English,NEAR MINT
10285,"Garruk Relentless (Garruk, the Veil-Cursed)",Mythic,1.0,2.5,Innistrad,Normal,English,NEAR MINT
10356,Chandra's Ignition,Rare,2.0,2.5,Magic Origins,Normal,English,NEAR MINT
10406,The Great Aurora,Mythic,3.0,2.5,Magic Origins,Foil,English,NEAR MINT
10440,"Keranos, God of Storms",Mythic,4.0,2.5,Journey into Nyx,Normal,English,NEAR MINT
10466,Chasm Skulker,Rare,2.0,2.5,M15 Core Set,Normal,English,NEAR MINT
10536,Approach Of The Second Sun (Foil Etched),Mythic,6.0,2.5,Strixhaven Mystical Archive,Normal,English,NEAR MINT
10546,Brainstorm,Rare,4.0,2.5,Strixhaven Mystical Archive,Foil,English,NEAR MINT
10701,Primal Command (JP ALT ART) (Foil Etched),Mythic,4.0,2.5,Strixhaven Mystical Archive,Normal,Japanese,NEAR MINT
10896,Death Baron,Rare,6.0,2.5,Shards of Alara,Normal,English,NEAR MINT
10915,Kederekt Leviathan,Rare,4.0,2.5,Shards of Alara,Normal,English,NEAR MINT
10933,Prince of Thralls,Mythic,4.0,2.5,Shards of Alara,Normal,English,NEAR MINT
10978,Cemetery Gatekeeper,Mythic,6.0,2.5,Innistrad  Crimson Vow,Normal,English,NEAR MINT
11007,Dreamroot Cascade,Rare,4.0,2.5,Innistrad  Crimson Vow,Foil,English,NEAR MINT
11029,"Henrika Domnathi / Henrika, Infernal Seer (Showcase)",Mythic,6.0,2.5,Innistrad  Crimson Vow,Normal,English,NEAR MINT
11107,Voice of the Blessed (Extended Art),Rare,3.0,2.5,Innistrad  Crimson Vow,Foil,English,NEAR MINT
11152,Honden of Life's Web,Uncommon,2.0,2.5,Champions of Kamigawa,Normal,English,NEAR MINT
11195,Myojin of Cleansing Fire,Rare,4.0,2.5,Champions of Kamigawa,Normal,English,NEAR MINT
11211,"Oathkeeper, Takeno's Daisho",Rare,4.0,2.5,Champions of Kamigawa,Normal,English,NEAR MINT
11344,Extended Art Crystalline Giant,Rare,2.0,2.5,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11355,Extended Art Gyruda Doom Of Depths,Rare,3.0,2.5,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11356,Extended Art Jegantha The Wellspring,Rare,4.0,2.5,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11367,Extended Art Lutri The Spellchaser,Rare,2.0,2.5,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11406,"Godzilla, Primeval Champion",Uncommon,24.0,2.5,Ikoria Lair of Behemoths,Normal,English,NEAR MINT
11443,"Rielle, the Everwise",Mythic,2.0,2.5,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11466,Showcase Sea-Dasher Octopus,Rare,3.0,2.5,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11509,Burning-Rune Demon (Extended Art),Mythic,6.0,2.5,Kaldheim,Normal,English,NEAR MINT
11549,Kaya the Inexorable (Borderless),Mythic,2.0,2.5,Kaldheim,Foil,English,NEAR MINT
11559,Maskwood Nexus,Rare,12.0,2.5,Kaldheim,Normal,English,NEAR MINT
11561,Maskwood Nexus (Extended Art),Rare,4.0,2.5,Kaldheim,Normal,English,NEAR MINT
11592,"Tergrid, God of Fright / Tergrid's Lantern (Showcase)",Rare,2.0,2.5,Kaldheim,Normal,English,NEAR MINT
11594,The World Tree,Rare,10.0,2.5,Kaldheim,Normal,English,NEAR MINT
11638,Blade of the Oni (Showcase),Mythic,5.0,2.5,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11664,Fable of the Mirror-Breaker (Showcase),Rare,2.0,2.5,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11665,Farewell,Rare,15.0,2.5,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11709,"Isshin, Two Heavens as One (Extended Art)",Rare,1.0,2.5,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11757,Lion Sash (Showcase),Rare,10.0,2.5,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11788,"Nashi, Moon Sage's Scion",Mythic,3.0,2.5,Kamigawa  Neon Dynasty,Normal,English,NEAR MINT
11789,"Nashi, Moon Sage's Scion",Mythic,2.0,2.5,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11959,Slate of Ancestry,Rare,4.0,2.5,9th Edition,Normal,English,NEAR MINT
12010,Black Market,Rare,7.0,2.5,Jumpstart,Normal,English,NEAR MINT
12103,Phyrexian Metamorph,Rare,4.0,2.5,New Phyrexia,Normal,English,NEAR MINT
12159,Animate Dead,,1.0,2.5,Eternal Masters,Normal,English,NEAR MINT
12205,Hydroblast,,4.0,2.5,Eternal Masters,Foil,English,NEAR MINT
12232,Night's Whisper,,1.0,2.5,Eternal Masters,Foil,English,NEAR MINT
12239,Pyroblast,,2.0,2.5,Eternal Masters,Normal,English,NEAR MINT
